"comid","group_code","group","pct_mean","ols_slope","ols_pvalue","mk_tau","mk_pvalue","sen_slope","trend_direction"
620003068,"A","Bosque natural",0.0299275475845206,-7.86395496898454e-05,0.228775319726757,-0.139571208793787,0.258032201707762,0,"sin tendencia"
620003068,"ANT","Uso antropico",4.43125031517411,0.0337960395179963,0.148827042742345,0.14948652204691,0.179972383349311,0.0435875420383103,"sin tendencia"
620003068,"B","Vegetacion altoandina",75.9116324782372,0.205381948773453,0.00120754890442633,0.251282051282051,0.0230894253844121,0.197248160839082,"incremento"
620003068,"C","Otra formacion natural",19.5150819048285,-0.238415370319618,3.40306067706791e-07,-0.487179487179487,1.0066404498591e-05,-0.213057513618881,"perdida"
620003068,"D","Agricultura, silvicultura y ganaderia",3.3546403911896,0.073602186423319,0.00010909509993426,0.315930528501657,0.0044396612967104,0.06505725905299,"incremento"
620003068,"E","Infraestructura antropica",1.07660992398451,-0.0398061469053227,0.0294330876062432,-0.138337140506637,0.216316948203965,-0.00670888752210885,"sin tendencia"
620003068,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620003068,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003068,"H","Cuerpos de agua",0.112105024600169,-0.000684008732443334,0.313254637118272,-0.159027603624139,0.162623945797689,-0.00049217032803293,"sin tendencia"
620003068,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003068,"NAT","Cobertura natural",95.5687469552504,-0.0337960698282986,0.148826757558939,-0.158098208769668,0.15506206112,-0.0435875572326071,"sin tendencia"
620003069,"A","Bosque natural",0,0,NA,NA,NA,0,"sin tendencia"
620003069,"ANT","Uso antropico",0.325602160319249,0.0109758892614469,1.20465349175107e-06,0.565908476563264,3.45847832256191e-07,0.0115413777166395,"incremento"
620003069,"B","Vegetacion altoandina",28.1530377268791,-0.0694997689737373,0.287758417029474,-0.174582942305327,0.115694918639106,-0.0549152600422993,"sin tendencia"
620003069,"C","Otra formacion natural",62.6809322834015,0.174838873727236,0.0176692619067358,0.270686393081538,0.0144097470876383,0.157183732348259,"incremento"
620003069,"D","Agricultura, silvicultura y ganaderia",0.171100702882541,0.00734558676437032,0.000459882762327462,0.500109682197157,8.32608339852831e-06,0.00885788582603282,"incremento"
620003069,"E","Infraestructura antropica",0.154501457436709,0.00363030249707654,8.10067945038927e-06,0.580800069440469,2.03613380261386e-07,0.00343069910914414,"incremento"
620003069,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620003069,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003069,"H","Cuerpos de agua",8.84042808786035,-0.116315017442095,2.16211553389841e-12,-0.992277876713668,3.63008211974937e-19,-0.0878270856584558,"perdida"
620003069,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003069,"NAT","Cobertura natural",99.674398098141,-0.0109759126885964,1.2046949403193e-06,-0.565747390279424,2.94703298275331e-07,-0.0115409493446119,"perdida"
620003071,"A","Bosque natural",1.42734631663188,0.000291009045662134,0.90452886935894,-0.0607649121851582,0.591566700321263,-0.0010782488971017,"sin tendencia"
620003071,"ANT","Uso antropico",80.8941515290644,-0.0497815497027357,8.2197016797529e-09,-0.606799355106956,3.8052081347801e-08,-0.0491015651884179,"perdida"
620003071,"B","Vegetacion altoandina",6.53003277257085,-0.00636655487833059,0.317284499529422,-0.102828103264825,0.357194851649369,-0.00508218826282571,"sin tendencia"
620003071,"C","Otra formacion natural",11.1479919031262,0.0559090799171523,2.94492163736567e-06,0.424631261184783,0.000120502109609396,0.0487322350690024,"incremento"
620003071,"D","Agricultura, silvicultura y ganaderia",80.5682350695133,-0.0475531810891117,1.08188905764837e-07,-0.573444633684586,2.02841908681849e-07,-0.0466880185165626,"perdida"
620003071,"E","Infraestructura antropica",0.325916459551081,-0.00222836861362432,0.000776603708707452,-0.276828891790376,0.013331711027171,-0.00148945659424902,"perdida"
620003071,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620003071,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003071,"H","Cuerpos de agua",0.000477746179967652,-5.19873891897256e-05,0.213293840941661,-0.166271721403831,0.225200701002455,0,"sin tendencia"
620003071,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003071,"NAT","Cobertura natural",19.1058487385089,0.049781546695294,8.21983940716856e-09,0.609365102908676,3.33325668063194e-08,0.0491015256072073,"incremento"
620003101,"A","Bosque natural",0.0165663345978828,-0.000346334521210094,0.114179025345387,-0.209725922112683,0.116212852783866,0,"sin tendencia"
620003101,"ANT","Uso antropico",19.516192117153,0.0353968476377099,0.174724760377706,0.0974358974358974,0.382212151761582,0.0245169492868274,"sin tendencia"
620003101,"B","Vegetacion altoandina",79.8762924969196,-0.0485454418645784,0.108777301758023,-0.0962155425645279,0.388558167994933,-0.0216901302337703,"sin tendencia"
620003101,"C","Otra formacion natural",0.590946587035433,0.0134948815488192,0.00300278349273969,0.203779279641346,0.0686972872786812,0.000542683688842789,"sin tendencia"
620003101,"D","Agricultura, silvicultura y ganaderia",19.4725411385298,0.0351205694630713,0.160036471844944,0.112820512820513,0.310754560425242,0.0261208042502374,"sin tendencia"
620003101,"E","Infraestructura antropica",0.0436509786231909,0.000276278174638653,0.832409476114161,0.025769829594344,0.853635838344839,0,"sin tendencia"
620003101,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620003101,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003101,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620003101,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003101,"NAT","Cobertura natural",80.4838054185529,-0.0353968948369697,0.174724147105127,-0.0974358974358974,0.382212151761582,-0.0245170179271019,"sin tendencia"
620003119,"A","Bosque natural",0,0,NA,NA,NA,0,"sin tendencia"
620003119,"ANT","Uso antropico",94.945145395759,0.00433315242305119,0.147023269409795,0.165490733210988,0.135847677460911,0.00530646673204111,"sin tendencia"
620003119,"B","Vegetacion altoandina",0.025406319036847,0.00028025299861309,0.19484112863145,0.132896664536144,0.254674055469606,7.23506673238998e-06,"sin tendencia"
620003119,"C","Otra formacion natural",5.02945150248706,-0.00461339492763193,0.136922030172051,-0.168056481012709,0.129838942746461,-0.00540081125039332,"sin tendencia"
620003119,"D","Agricultura, silvicultura y ganaderia",26.7858651280403,0.00358911045944034,0.259824958768571,0.130937206728995,0.239229728370331,0.00325129220360216,"sin tendencia"
620003119,"E","Infraestructura antropica",68.0067139863968,0.00199757865848456,0.705013891778932,0.0154043772622348,0.898007491703648,0.000926174692660799,"sin tendencia"
620003119,"F","Mineria",0.152566281321924,-0.0012535366948736,0.0719015466633106,-0.0521587310477546,0.648761077206125,-0.000275026790664667,"sin tendencia"
620003119,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003119,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620003119,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003119,"NAT","Cobertura natural",5.05485782152391,-0.00433314192901881,0.147024594208151,-0.165490733210988,0.135847677460911,-0.00530624710899312,"sin tendencia"
620003127,"A","Bosque natural",0.492349645937793,-0.00110084003782841,0.670231769371443,-0.0559594212824608,0.62388338929521,-0.000501711819922975,"sin tendencia"
620003127,"ANT","Uso antropico",35.0987968783147,0.0317365956335238,0.273922603604757,-0.0192431085129056,0.870419578443091,-0.00333828473027569,"sin tendencia"
620003127,"B","Vegetacion altoandina",62.1636347472668,-0.0427829285499965,0.228618971885879,0.120512820512821,0.278566049656945,0.0262572106562165,"sin tendencia"
620003127,"C","Otra formacion natural",2.20483569893986,0.0122272434834859,0.020748735468424,0.0128369810518623,0.916476148645103,0.000450875466832726,"sin tendencia"
620003127,"D","Agricultura, silvicultura y ganaderia",34.7472588717937,0.00182015754939453,0.92762570947191,-0.0295060997197885,0.797688190046568,-0.00448415866878967,"sin tendencia"
620003127,"E","Infraestructura antropica",0.351538006520968,0.029916438084129,0.00269988183423077,-0.12799417673044,0.253074376997278,-0.00187783520215728,"sin tendencia"
620003127,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620003127,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620003127,"H","Cuerpos de agua",0.04038648075948,-8.00463756154096e-05,0.0333269995650167,-0.280932513111382,0.0280764693137161,0,"perdida"
620003127,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620003127,"NAT","Cobertura natural",64.9012065729039,-0.0317365714799542,0.273922938769488,0.0179487179487179,0.879610141396948,0.0033382955330781,"sin tendencia"
620004484,"A","Bosque natural",0.72084515413735,-0.0151871932005618,0.00673762882988579,-0.0631043113544567,0.575792627194712,-0.00299607547217877,"sin tendencia"
620004484,"ANT","Uso antropico",7.86102246227528,0.0170158109726002,0.538776462722904,0.0333333333333333,0.770840345264592,0.00906478276042605,"sin tendencia"
620004484,"B","Vegetacion altoandina",77.086119800806,0.166098034292404,0.0196426071560208,0.412820512820513,0.000184033364406171,0.186810844084797,"incremento"
620004484,"C","Otra formacion natural",14.2624299414456,-0.163874759585168,9.53409150695777e-05,-0.51091184586412,3.72635693451539e-06,-0.215300927770555,"perdida"
620004484,"D","Agricultura, silvicultura y ganaderia",7.71117686294019,0.0204303575151965,0.430227768488533,0.0615384615384615,0.583967534206333,0.0116865026454134,"sin tendencia"
620004484,"E","Infraestructura antropica",0.149845599335094,-0.00341454654259632,0.188512569549813,-0.00659460760462658,0.962574886225661,0,"sin tendencia"
620004484,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620004484,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620004484,"H","Cuerpos de agua",0.069580871582815,-0.00405185345737055,1.26808885551256e-10,-0.603988836077402,1.15097349522985e-07,-0.00400826456219269,"perdida"
620004484,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620004484,"NAT","Cobertura natural",92.1389757679718,-0.017015771950697,0.538777303180684,-0.0333333333333333,0.770840345264592,-0.00906473821717852,"sin tendencia"
620004485,"A","Bosque natural",0.0100470401230268,-3.7699957477805e-05,0.80483679998237,-0.0491989122911391,0.700841983839554,0,"sin tendencia"
620004485,"ANT","Uso antropico",1.47977089625783,-0.0185361829425574,0.0702628042793141,-0.0243746041163471,0.833876178999114,-0.00220218789763725,"sin tendencia"
620004485,"B","Vegetacion altoandina",16.8292337283492,0.134445739452209,4.11758268009622e-05,0.347658827133161,0.00165524042204664,0.122846787174542,"incremento"
620004485,"C","Otra formacion natural",76.3569617271423,-0.0997199763947536,2.02181606096763e-05,-0.360487566141764,0.00110429839540322,-0.103725414527092,"perdida"
620004485,"D","Agricultura, silvicultura y ganaderia",1.14624442066997,-0.0149587521549686,0.128240484587498,-0.0115607151011576,0.925723017275696,-0.000376686719911499,"sin tendencia"
620004485,"E","Infraestructura antropica",0.33352647558786,-0.00357743078758887,1.79882275616213e-05,-0.4113124130593,0.000201053173720616,-0.00400798900253059,"perdida"
620004485,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620004485,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620004485,"H","Cuerpos de agua",5.3239853028208,-0.016151884951634,2.95840065472697e-24,-0.935143800239036,4.70587628777858e-17,-0.0153741841627793,"perdida"
620004485,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620004485,"NAT","Cobertura natural",98.5202277984354,0.0185361781483428,0.0702626011955947,0.0243746041163471,0.833876178999114,0.00220318476443992,"sin tendencia"
620005821,"A","Bosque natural",0.0305989279877395,-0.00124385886201827,0.414613029038312,-0.104417951956162,0.441556103472862,0,"sin tendencia"
620005821,"ANT","Uso antropico",32.2648236202076,0.654445076675816,1.7745541357893e-06,0.410291510078321,0.000210319963967957,0.725235532483329,"incremento"
620005821,"B","Vegetacion altoandina",53.0832007527351,0.0925046910040824,0.602006140497906,0.0488433490507919,0.666319054053275,0.0176506720740212,"sin tendencia"
620005821,"C","Otra formacion natural",14.6213766746223,-0.745705958756339,5.66368384751814e-10,-0.430870394596356,9.91073931648868e-05,-0.686781986483503,"perdida"
620005821,"D","Agricultura, silvicultura y ganaderia",28.2367665506899,0.685150352626423,3.26676883560298e-06,0.402574428384058,0.00027652098218222,0.672196422691471,"incremento"
620005821,"E","Infraestructura antropica",4.02805706951767,-0.0307052759506074,0.235582588508748,-0.202716538213157,0.0689110717546316,-0.0379565006328957,"sin tendencia"
620005821,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620005821,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620005821,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620005821,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620005821,"NAT","Cobertura natural",67.7351763553452,-0.654445126614275,1.77455042326345e-06,-0.4113124130593,0.000201053173720616,-0.725235478628586,"perdida"
620005868,"A","Bosque natural",0.37231637063087,-0.0184767183822171,0.000232341434631653,-0.318345467827022,0.00464533233054519,-0.00860848231241095,"perdida"
620005868,"ANT","Uso antropico",64.0765237435699,0.0225404627607194,5.90673714769039e-05,0.4113124130593,0.000201053173720616,0.0228108400883885,"incremento"
620005868,"B","Vegetacion altoandina",16.2103577330709,0.0217857399141137,0.222914005311023,-0.125964426499411,0.258262023577821,-0.0256404873322325,"sin tendencia"
620005868,"C","Otra formacion natural",18.0548233538866,-0.0222249519198738,0.115890477287216,0.0282413583140971,0.806684898185574,0.00811878290742238,"sin tendencia"
620005868,"D","Agricultura, silvicultura y ganaderia",41.4452134072781,0.0542839573203509,0.00017417147611817,0.350675024735114,0.00152582282280276,0.0436918412008871,"incremento"
620005868,"E","Infraestructura antropica",22.6313103362918,-0.0317434945596323,0.0223188705442061,-0.160565487516078,0.148451551506162,-0.0295471148444474,"sin tendencia"
620005868,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620005868,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620005868,"H","Cuerpos de agua",1.28597893053666,-0.0036246250479659,1.66641667928443e-08,-0.871191344639258,2.55073434981017e-13,-0.00235306564718499,"perdida"
620005868,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620005868,"NAT","Cobertura natural",35.923476388125,-0.0225405554359431,5.90653156101909e-05,-0.413350789869966,0.000183661936099852,-0.0228109323348779,"perdida"
620005900,"A","Bosque natural",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"ANT","Uso antropico",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"B","Vegetacion altoandina",98.1926408410072,0.0814803981870472,4.48126080594753e-09,0.64084612871091,3.69195041081478e-08,0.0689105407611728,"incremento"
620005900,"C","Otra formacion natural",1.76498618366168,-0.080844271940303,9.03155928068029e-09,-0.64738279063622,2.96363059500034e-08,-0.0680036914692514,"perdida"
620005900,"D","Agricultura, silvicultura y ganaderia",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"E","Infraestructura antropica",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"H","Cuerpos de agua",0.0423737755045295,-0.000636004135152406,0.723357058556308,-0.0477409916026289,0.735268152927493,0,"sin tendencia"
620005900,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620005900,"NAT","Cobertura natural",100.000000800173,1.22111589668848e-07,7.44815422396319e-08,0.613282854357753,1.38141143900439e-07,1.05403956990214e-07,"incremento"
620007234,"A","Bosque natural",7.42105705663562,0.00345750517905546,0.00192422508454541,0.387140264995532,0.000471409505285078,0.00435290858149643,"incremento"
620007234,"ANT","Uso antropico",88.1798513018839,-0.00258224486707091,0.398510769870447,-0.061617509048939,0.583916472385616,-0.00163338713135985,"sin tendencia"
620007234,"B","Vegetacion altoandina",0.0482255086535588,-0.00140832297636746,0.00116195353917417,-0.656525430600857,1.77920863824715e-07,-0.000366159448666232,"perdida"
620007234,"C","Otra formacion natural",4.35086403973401,0.000532998775060375,0.850372859833647,0.00385357170038587,0.981405535339462,5.03600427978917e-05,"sin tendencia"
620007234,"D","Agricultura, silvicultura y ganaderia",87.6068334281445,-0.00570665213225235,0.0650533018093163,-0.16688075367421,0.13279069360453,-0.0048299574039186,"sin tendencia"
620007234,"E","Infraestructura antropica",0.57258304907009,0.0030643451787657,0.00340273165880736,0.257402175999677,0.0203679052209499,0.00261095969656866,"incremento"
620007234,"F","Mineria",0.000434824669355294,6.00620864147465e-05,0.00137696386817831,0.435595672319629,0.000939521946472553,0,"perdida"
620007234,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620007234,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620007234,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620007234,"NAT","Cobertura natural",11.8201466050232,0.00258218097774837,0.398521046048233,0.061617509048939,0.583916472385616,0.00163335509849,"sin tendencia"
620007257,"A","Bosque natural",14.145424887538,0.00956784912837572,0.0524770243501426,0.17363433812092,0.118342480083006,0.00789656723831261,"sin tendencia"
620007257,"ANT","Uso antropico",24.5999560286145,0.0302902805386004,1.32624077950235e-14,0.74630838597473,1.38969980932789e-11,0.0300593536355504,"incremento"
620007257,"B","Vegetacion altoandina",54.2866753041744,-0.00411563977515219,0.508675862742422,-0.215939016856132,0.0516245679101053,-0.0115677052073988,"sin tendencia"
620007257,"C","Otra formacion natural",6.96568910963833,-0.0356835780724686,0.000209780029750484,-0.307001212130741,0.00554549612746035,-0.0333087518811249,"perdida"
620007257,"D","Agricultura, silvicultura y ganaderia",24.5988833159208,0.0302862553502563,1.47528089463756e-14,0.74630838597473,1.38969980932789e-11,0.030154004400852,"incremento"
620007257,"E","Infraestructura antropica",0.00107271269371267,4.02518834413772e-06,0.93978913291323,0.0101955923785773,0.959046931898177,0,"sin tendencia"
620007257,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620007257,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620007257,"H","Cuerpos de agua",0.00225269674047012,-5.89019249397146e-05,0.419969734244084,-0.110480658227309,0.404930330288301,0,"sin tendencia"
620007257,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620007257,"NAT","Cobertura natural",75.4000419980912,-0.0302902706441851,1.32623905667752e-14,-0.74630838597473,1.38969980932789e-11,-0.0300590543165068,"perdida"
620007280,"A","Bosque natural",1.66347713209689,-0.0140033589980058,1.57071273094097e-12,-0.629567482852445,1.52985389420113e-08,-0.0127563521847863,"perdida"
620007280,"ANT","Uso antropico",0.859655187523458,0.00752471234058823,0.0359363572520687,0.283879781928426,0.0103548192203198,0.00657768650739495,"incremento"
620007280,"B","Vegetacion altoandina",74.9799829721451,-0.0103472198375395,0.351138680520485,-0.219371437047124,0.0476125485994518,-0.0200826530696953,"perdida"
620007280,"C","Otra formacion natural",15.0419995933771,0.0111288891836135,0.242935808892501,0.179949180713444,0.105246527313085,0.0183317083138249,"sin tendencia"
620007280,"D","Agricultura, silvicultura y ganaderia",0.400116142409388,-0.00773998686242638,0.00047085981654265,-0.28791868914151,0.0093526723347826,-0.00662310644873373,"perdida"
620007280,"E","Infraestructura antropica",0.45953904511407,0.0152646992030146,5.31892813620008e-07,0.47460052419718,1.79449867170982e-05,0.0138584772148766,"incremento"
620007280,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620007280,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620007280,"H","Cuerpos de agua",7.45488135144114,0.00569700740459487,0.239610003768134,0.187903588479764,0.090996399007725,0.00798571389168496,"sin tendencia"
620007280,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620007280,"NAT","Cobertura natural",99.1403410490602,-0.00752468224733645,0.0359373452248122,-0.283515132090142,0.0103652078629393,-0.00657745728963965,"perdida"
620008574,"A","Bosque natural",0,0,NA,NA,NA,0,"sin tendencia"
620008574,"ANT","Uso antropico",24.4956652148539,0.182545150768706,0.00159525602856485,0.4,0.00029067496642774,0.188741058607573,"incremento"
620008574,"B","Vegetacion altoandina",46.3467013090849,-0.189846780633389,0.0157715633524104,-0.207692307692308,0.0606804726654334,-0.156482168369823,"sin tendencia"
620008574,"C","Otra formacion natural",27.488053329289,0.0193264869375484,0.646469970457634,0.0885182991593656,0.428171705577481,0.0275292352393792,"sin tendencia"
620008574,"D","Agricultura, silvicultura y ganaderia",22.0010697469115,0.0728368900338885,0.154908221145739,0.220512820512821,0.0463352009998457,0.117101267077565,"incremento"
620008574,"E","Infraestructura antropica",2.42817148100585,0.109292485281182,6.90606730952382e-07,0.234765923857448,0.0339527637219185,0.0563723364224038,"incremento"
620008574,"F","Mineria",0.0664239869365701,0.000415775453635549,0.637369983436808,-0.109409884907191,0.359331876485743,0,"sin tendencia"
620008574,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620008574,"H","Cuerpos de agua",1.66957620414905,-0.0120248400001642,0.00557039406522656,-0.925010561080408,3.19836826288314e-16,-0.00310027971863786,"perdida"
620008574,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620008574,"NAT","Cobertura natural",75.5043308425229,-0.182545133696005,0.00159525817408496,-0.4,0.00029067496642774,-0.188740910703525,"perdida"
620008582,"A","Bosque natural",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"ANT","Uso antropico",20.5957496538758,-0.255973562877798,0.0297594263959861,-0.291618972362268,0.00870614066450169,-0.371454022824763,"perdida"
620008582,"B","Vegetacion altoandina",79.4042526185513,0.255973547641151,0.0297594362505604,0.291618972362268,0.00870614066450169,0.371454060077668,"incremento"
620008582,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"D","Agricultura, silvicultura y ganaderia",20.5957496538758,-0.255973562877798,0.0297594263959861,-0.291618972362268,0.00870614066450169,-0.371454022824763,"perdida"
620008582,"E","Infraestructura antropica",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620008582,"NAT","Cobertura natural",79.4042526185513,0.255973547641151,0.0297594362505604,0.291618972362268,0.00870614066450169,0.371454060077668,"incremento"
620009972,"A","Bosque natural",0.0119917583651841,-0.00116992764975211,3.14518070975312e-13,-0.748114731831518,2.074166305443e-09,-0.000993106273792522,"perdida"
620009972,"ANT","Uso antropico",99.7486546263099,-0.00230250240602437,8.99633783730819e-09,-0.561136743679295,3.9678256002826e-07,-0.00228402515252644,"perdida"
620009972,"B","Vegetacion altoandina",0.10212695109658,2.93160252287127e-05,0.27731013262467,0.212219746592235,0.0945258428704632,0,"sin tendencia"
620009972,"C","Otra formacion natural",0.137229429528816,0.00344313533313128,4.30236399765697e-14,0.717061421549672,1.3485403072292e-10,0.00354873780535811,"incremento"
620009972,"D","Agricultura, silvicultura y ganaderia",76.3796690106392,0.0206366052770705,2.85109773028862e-14,0.62556313936264,1.48267642662206e-08,0.0212599479016827,"incremento"
620009972,"E","Infraestructura antropica",23.3689856156707,-0.022939107683094,1.02940890726774e-15,-0.685494788169447,5.27005780043537e-10,-0.0235916416447881,"perdida"
620009972,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620009972,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620009972,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620009972,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620009972,"NAT","Cobertura natural",0.25134813899058,0.00230252370860788,8.99575425866719e-09,0.573152775960355,2.8013720766656e-07,0.0022841435081016,"incremento"
620009985,"A","Bosque natural",42.2773557156324,-0.0176961507515433,0.000210879630037335,-0.393842287564134,0.000363220520848758,-0.0193322793795522,"perdida"
620009985,"ANT","Uso antropico",50.6220966051478,0.0261988813640383,3.59625499089759e-06,0.55291865127082,5.4349504687424e-07,0.033214697759833,"incremento"
620009985,"B","Vegetacion altoandina",2.85580194555223,-0.0053713729301045,4.8605697202342e-06,-0.465130254709532,2.82801016294086e-05,-0.0050118039401191,"perdida"
620009985,"C","Otra formacion natural",4.24445400945842,-0.00313146843611625,0.376886516513995,-0.061617509048939,0.583916472385616,-0.00259284307802501,"sin tendencia"
620009985,"D","Agricultura, silvicultura y ganaderia",50.6020097434521,0.0258328957137203,4.4426843489015e-06,0.55291865127082,5.4349504687424e-07,0.0327518582344037,"incremento"
620009985,"E","Infraestructura antropica",0.020086861695745,0.000365985650318022,3.89362612910554e-05,0.548576875525881,1.69791333674555e-05,0,"perdida"
620009985,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620009985,"G","Area no vegetada natural",0.000288539732196114,5.51961861665936e-08,0.615570134758687,0.0676664952450959,0.623602791774076,0,"sin tendencia"
620009985,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620009985,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620009985,"NAT","Cobertura natural",49.3779002103753,-0.0261989369215781,3.59594690303625e-06,-0.55291865127082,5.4349504687424e-07,-0.0332146551803301,"perdida"
620010011,"A","Bosque natural",41.169533059001,-0.0182175130267073,0.334140921468217,-0.0983222721324894,0.381543486273563,-0.0101668270010968,"sin tendencia"
620010011,"ANT","Uso antropico",1.42579680017661,-0.0149558384847735,1.25259781843552e-06,-0.42748409329487,0.000123485513059312,-0.0132753777569602,"perdida"
620010011,"B","Vegetacion altoandina",33.5207241773605,-0.0331558060690781,0.00926828959993283,-0.297232197693428,0.00778355387749614,-0.0304461486877935,"perdida"
620010011,"C","Otra formacion natural",22.9494580626488,0.0662241546230963,0.0317243688028812,0.220219078364024,0.048592413265073,0.0587704207966975,"incremento"
620010011,"D","Agricultura, silvicultura y ganaderia",1.03348411154002,-0.016157238579951,5.96441409224031e-05,-0.355150706045144,0.00153233443397285,-0.0122868096117269,"perdida"
620010011,"E","Infraestructura antropica",0.392312688636594,0.00120140009517756,0.569135552999621,-0.0563327371051932,0.62347288374615,-0.000309692795879075,"sin tendencia"
620010011,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620010011,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620010011,"H","Cuerpos de agua",0.934485660400242,0.000105007712364075,0.901221465086257,0.100289786569386,0.388229001542924,0,"sin tendencia"
620010011,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620010011,"NAT","Cobertura natural",98.5742009594105,0.0149558432396743,1.25261201533071e-06,0.428499159954974,0.000117873037940961,0.0132752101214062,"incremento"
620010021,"A","Bosque natural",65.752862393856,0.111969161436213,0.0468435846484088,0.172682706502465,0.120971031604069,0.0787853687494472,"sin tendencia"
620010021,"ANT","Uso antropico",0.300661929177295,0.0216520269863373,6.14823834074946e-07,0.407786209624824,0.000249292455477829,0.0117782204801313,"incremento"
620010021,"B","Vegetacion altoandina",17.7008070796728,-0.0116823034930632,0.741654307729537,-0.0618564918814801,0.583694987984965,-0.0129294617996556,"sin tendencia"
620010021,"C","Otra formacion natural",16.2444988824427,-0.121966363271561,0.0153264321219197,-0.230822712660394,0.0379375968809987,-0.121954824208938,"perdida"
620010021,"D","Agricultura, silvicultura y ganaderia",0.294547830490046,0.020899487506499,7.7360902875104e-07,0.400018853251018,0.000326902191497202,0.0117782204801313,"incremento"
